,Number of Songs,Artist Name,Artist Location,Duration,Title,Release,Year,Danceability,Energy,Mode,Tempo,Loudness,Hotness 
5646,1,Rodney O & Joe Cooley,,211.27791,Your Chance To Rock,Days Of Way Back,0,0.0,0.0,0,123.696,-10.803,0.0
5647,1,Christian Quast,,498.83383,You Are!,You Are! Remix Box,0,0.0,0.0,1,125.057,-10.711,
5648,1,G.G. Allin,NY - New York City,95.50322,Assface,Always Was_ Is_ and Always Shall Be,0,0.0,0.0,0,208.517,-10.557,
5649,1,Jennifer Lopez featuring Ja Rule,"The Bronx, New York",263.20934,I'm Real,J.Lo,2001,0.0,0.0,1,83.49,-8.147,
5650,1,The Bureau De Change,,220.89098,Seasick,Global Village Idiots,0,0.0,0.0,1,93.909,-8.571,0.0
5651,1,Darden Smith,"Brenham, TX",270.62812,Perfect Moment,Ojo,2002,0.0,0.0,1,165.76,-17.864,
5652,1,Dédé Saint Prix_ Pakatak,,257.27955,Nom' Mayi,Dédé Saint-Prix & Pakatak rendent hommage à Paulo Rosine (1982),0,0.0,0.0,1,98.18,-12.878,
5653,1,Los Indios Tabajaras,,171.28444,Sueño Salvaje,Serie Platino,1997,0.0,0.0,1,128.162,-18.696,0.0
5654,1,Mary Black,Ireland,235.04934,Say A Little Prayer,Best of 1991-2001 Hidden Harvest,0,0.0,0.0,0,117.507,-10.562,0.5889221675559065
5655,1,Charanga de la 4,,329.97832,Clavelitos,Se Pegó...!,0,0.0,0.0,1,126.922,-9.535,
5656,1,Daryl Coley,"San Francisco, CA",321.01832,He That Dwelleth (Psalm 91) (In My Dreams Album Version),12 Best Loved Songs,0,0.0,0.0,0,124.709,-13.295,0.26586104921065007
5657,1,Ramesses,,608.7571,Unholy Outburst #3,The Tomb,2005,0.0,0.0,1,219.518,-8.259,
5658,1,Johnny Otis Show,,164.8322,You Better Look Out,Cold Shot!,0,0.0,0.0,1,94.085,-16.313,0.0
5659,1,John Doan,Oregon,274.99057,In John Fahey There Is No East or West (feat. John Doan),Friends Of Fahey Tribute,0,0.0,0.0,1,82.856,-13.353,0.5373179231162059
5660,1,Sammi Cheng,,149.34159,Nu Ren Ben Se,The Best Remix of Sammi Cheng,0,0.0,0.0,0,86.658,-9.447,
5661,1,Trentemoller,,368.74404,In Progress (Original Mix),Hotel St Tropez - La Suite Deluxe,2009,0.0,0.0,1,124.985,-9.915,0.5778887778428028
5662,1,Big John Greer,,155.45424,Big John's A-Blowin',I'm The Fat Man,0,0.0,0.0,0,87.635,-7.335,0.0
5663,1,Lorna,"Nottingham, England",329.53424,Papi Chulo (Extended Mix),Papi Chulo,0,0.0,0.0,0,110.17,-7.581,0.2623089972119452
5664,1,Tech N9ne,"BAKERSFIELD, California",354.7424,Soldiers At War feat. Kon Juan_ Big Scoob_ Short Nutty_ L.V.,Calm Before the Storm,0,0.0,0.0,1,167.984,-6.488,0.34580223396532944
5665,1,Maroon 5,"Los Angeles, CA",173.66159,Harder To Breathe,Songs About Jane,2002,0.0,0.0,0,149.917,-4.757,0.979837196455643
5666,1,The Keys,UK,143.01995,From Tense To Loose To Slack,The Keys,0,0.0,0.0,1,182.756,-9.277,0.0
5667,1,Dusminguet,,168.69832,Disco Jonki,Vafalungo,1998,0.0,0.0,1,152.168,-8.275,0.368413732666965
5668,1,Clarisse Lavanant,,182.59546,Electron libre,Vers l'imaginaire,0,0.0,0.0,1,130.164,-8.339,
5669,1,Toots Thielemans,"Brussels, Belgium",119.71873,Five For Ellis,Aquarela Do Brasil,0,0.0,0.0,1,218.681,-12.192,0.0
5670,1,Marc Perrone,,64.1824,Padam padam,Voyages,0,0.0,0.0,1,63.295,-20.251,0.0
5671,1,Alejandro Lerner,,153.36444,Campeones De La Vida,20 Años,0,0.0,0.0,0,120.051,-8.76,0.42744657148843085
5672,1,Stevie Ray Vaughan And Double Trouble,"Dallas, TX",240.77016,Cold Shot,Soul To Soul/ Texas Flood/ Couldn't Stand The Weather,1985,0.0,0.0,1,112.719,-10.958,
5673,1,Claudio,,317.77914,Simple Lullaby (Do Maj),7 note 7,0,0.0,0.0,1,95.32,-13.679,
5674,1,Java,,190.69342,Cendrier,Safari Croisière,0,0.0,0.0,1,89.689,-6.371,0.5069050641974842
5675,1,Jamie Richards,Shawnee OK,244.29669,Any Way You Want Me To,Drive,0,0.0,0.0,1,117.993,-7.625,0.4137398358601097
5676,1,Joanna Connor,"Brooklyn, NY",238.39302,Playing In The Dirt,Believe It!,0,0.0,0.0,1,106.719,-13.202,0.26586104921065007
5677,1,Dilated Peoples Featuring Capleton,"Los Angeles, California",311.06567,Firepower (The Tables Have to Turn) (Explicit) (Feat. Capleton),20/20,2006,0.0,0.0,1,158.327,-4.08,0.5400092769273654
5678,1,Patsy Cline,"Gore, VA",146.88608,Stop The World And Let Me Off,Walking After Midnight,0,0.0,0.0,1,93.618,-12.495,
5679,1,Saga,"Toronto, Ontario, Canada",243.61751,Thank You,Färger,0,0.0,0.0,1,74.811,-20.491,0.0
5680,1,Walter Jackson,"Pensacola, FL",269.00853,Its Cool,Back To My Place Baby  Seductive Soul,0,0.0,0.0,0,158.857,-9.903,
5681,1,Mohammad Nouri,,273.94567,Nastaran,Jaane Maryam - Persian Music,0,0.0,0.0,1,168.527,-15.689,
5682,1,R. Carlos Nakai,,177.31873,Voyagers - Improvisation 12,Voyagers,0,0.0,0.0,0,102.02,-26.675,0.23644414956325258
5683,1,Elizete Cardoso,,206.47138,Chega De Sausade,That's Amore (The Best Of Classic Lovesongs From Old 50s),0,0.0,0.0,1,52.054,-14.645,
5684,1,Anthony Blea Y Su Charanga,California - SF,459.28444,Tumba Randy,Virgen De La Caridad,2004,0.0,0.0,0,200.826,-5.434,
5685,1,Maria Callas/Giuseppe di Stefano/Ettore Bastianini/Silvana Zanolli/Luisa Mandelli/Giuseppe Zampieri/Arturo La Porta/Antonio Zerbini/Silvio Maionica/Coro e Orchestra del Teatro alla Scala_ Milano/Carlo Maria Giulini,"New York, NY",112.14322,La Traviata - highlights (1990 Digital Remaster): Ah_ non più (Alfredo/Violetta),Verdi - La Traviata (Highlights),0,0.0,0.0,1,96.775,-20.02,
5686,1,CMW - Compton's Most Wanted,"Compton, CA",217.62567,This Is A Gang,Music To Driveby,1992,0.0,0.0,0,93.951,-11.36,
5687,1,Walter Ego,,535.45751,Purple Pygmies,Eclipse,1998,0.0,0.0,0,124.136,-10.44,0.5285344520244036
5688,1,Tayfun,,343.50975,Gözlerinde Hüzün,Sessiz  Bir Kelebegin Rüyalari Ve Danslari,0,0.0,0.0,0,84.619,-12.078,
5689,1,Jay Randall,,222.24934,Mathilda,Cajun Jay,0,0.0,0.0,0,65.64,-19.547,0.2105885442241946
5690,1,Carl Smith,,151.24853,Hey Joe,Replay: Carl Smith,1993,0.0,0.0,1,110.076,-10.208,
5691,1,Sandy Lam,,299.44118,Ai Ji Mei Gui 1000 Da,Faces And Places,0,0.0,0.0,0,109.748,-6.179,
5692,1,Ghorwane,,298.84036,Nudez,Vana-Va-Ndota,0,0.0,0.0,1,187.46,-6.479,0.0
5693,1,Herb Alpert And The Tijuana Brass,"BEVERLY HILLS, California",176.66567,Lazy Day,Lost Treasures: Rare And Unreleased,0,0.0,0.0,1,124.893,-13.414,0.0
5694,1,Audio Adrenaline,,219.11465,My God  (Audio Adrenaline Album Version),Audio Adrenaline,1992,0.0,0.0,0,101.241,-9.024,0.0
5695,1,Deep Forest,"Lille, Nord-Pas-de-Calais, France",294.39955,Green And Blue,Comparsa,1997,0.0,0.0,0,87.001,-9.894,
5696,1,Francis Dunnery,"Egremont, Cumbria, England",216.37179,The Possibilities of Loving You,Welcome To The Wild Country,1991,0.0,0.0,1,101.526,-8.023,0.23384700507344855
5697,1,Obie Bermudez,,271.25506,Antes (Salsa Version),Confesiones,2003,0.0,0.0,1,177.255,-4.561,
5698,1,Dimmu Borgir,"Oslo, Norway",186.56608,Puritania,Alive in Torment,2001,0.0,0.0,1,83.108,-3.086,
5699,1,Bonita & Jerry Cormier,jakarta,181.10649,Sans ton amour,En toute complicité,0,0.0,0.0,1,120.002,-9.737,
5700,1,Special Duties,,162.87302,I Am The Curse (Duties Demo),'77 In '97,0,0.0,0.0,0,135.386,-7.89,0.0
5701,1,Clarence Profit,,166.97424,Tropical Nights,Clarence Profit,0,0.0,0.0,1,161.387,-24.399,
5702,1,Mikey Dread,Jamaica,201.9522,Pound a Weed,Life is a Stage,0,0.0,0.0,1,175.628,-9.351,0.3775316449767025
5703,1,African Rhythm Messengers,,235.28444,baby Wayo,Bottom Belle,0,0.0,0.0,1,115.196,-10.703,
5704,1,Los Amigos Invisibles,Venezuela,420.62322,San Agustin,Superpop Venezuela,0,0.0,0.0,1,200.039,-9.514,0.4634896622372766
5705,1,Mando Diao,Borlänge,306.18077,Popovic,Long Before Rock 'n Roll,2006,0.0,0.0,0,87.785,-4.118,0.555574792226142
5706,1,James Blackwood with The Light Crust Doughboys,Tennessee,138.16118,This World Is Not My Home,King of the Gospel Singers,0,0.0,0.0,1,116.521,-10.654,0.0
5707,1,Junior Reid,Jamaica,326.00771,"Boom-Shack-A-Lack (12"" Mmix / Bonus Tra)",Boom-Shack-A-Lack,1998,0.0,0.0,0,158.242,-8.28,0.2748995150433355
5708,1,Louis Prima And Keely Smith,,159.16363,I've Got You Under My Skin,Jump_ Jive an' Wail: The Essential Louis Prima,1960,0.0,0.0,1,108.498,-12.675,0.5654510121736983
5709,1,Alphonse Mouzon,"Charleston, SC",355.21261,The Ram And The Scorpio,In Search Of A Dream,1977,0.0,0.0,1,96.931,-8.127,0.319565986882865
5710,1,Lole y Manuel,,145.55383,Tango de la Flor (Album Version),Alba Molina,0,0.0,0.0,1,148.105,-10.905,
5711,1,Ben Sidran,"Chicago, IL",366.0273,Everybody's boppin',Live at FIP,0,0.0,0.0,0,85.952,-12.547,0.0
5712,1,Aeoliah,Canada,295.10485,We Are One Light,Echoes Of Tomorrow,0,0.0,0.0,1,130.77,-36.037,0.3347065490692206
5713,1,King Curtis,"Fort Worth, TX",199.20934,Ode To Billie Joe  (Live @ Fillmore West),The Platinum Collection,2007,0.0,0.0,1,108.162,-11.968,
5714,1,Ice Cube Featuring Flavor Flav,"Los Angeles, CA",130.7424,I'm Only Out For One Thang (Explicit) (Feat. Flavor Flav),AmeriKKKa's Most Wanted (Explicit),0,0.0,0.0,1,92.482,-6.388,0.3725300393660796
5715,1,The Equals,"North London, England",182.88281,Michael & His Slipper Tree '93,Michael & His Slipper Tree '93,0,0.0,0.0,1,119.394,-6.607,
5716,1,Brazilian Tropical Orchestra,,144.63955,Swan Lake,Plays Boleros,0,0.0,0.0,0,86.28,-13.615,
5717,1,M.A. Numminen,,102.79138,LAIVAMATKA WC:SSÄ,Ollaan Elaimia,0,0.0,0.0,1,141.358,-10.745,0.2603382425674305
5718,1,Ken Yokoyama,,172.82567,I'm Not Afraid When I'm With You,The Cost Of My Freedom,0,0.0,0.0,1,80.129,-12.964,
5719,1,Gold City,,182.25587,Mighty Army Band,Signed Sealed Delivered,0,0.0,0.0,1,100.022,-8.533,0.33489874390177266
5720,1,Big Dee Irwin,"New York, NY",156.02893,Swinging On A Star,Christmas With The Stars,1990,0.0,0.0,1,108.103,-9.931,0.5912913733878069
5721,1,VHS Or Beta,"Louisville, KY",501.13261,You Got Me (The Juan Maclean Dub),You Got Me,2006,0.0,0.0,1,125.999,-6.751,0.26695518627553855
5722,1,Carl Smith,,136.04526,Hey Joe,Honky Tonk Rockabillies_ Volume 1,1993,0.0,0.0,1,124.648,-11.651,
5723,1,Charley Patton,"Edwards, MS",154.87955,Circle Round The Moon,Complete Recordings_ CD C,1990,0.0,0.0,1,130.975,-24.774,
5724,1,Babe Ruth,"Hatfield, Hertfordshire, England",159.00689,A Fistful Of Dollars (1994 Digital Remaster),Grand Slam - The Best Of Babe Ruth,0,0.0,0.0,0,144.474,-11.024,
5725,1,Samba Trio,,121.10322,Essa Marie,Tristeza,0,0.0,0.0,0,87.321,-19.271,0.0
5726,1,Tammy Pescatelli,,129.82812,Playboy Foundation,It Is What It Is,0,0.0,0.0,1,77.081,-22.255,0.0
5727,1,Planxty,,139.72853,Follow Me Up To Carlow,Planxty,1973,0.0,0.0,1,71.337,-14.322,0.536830580874417
5728,1,Pennywise,"Hermosa Beach, CA",242.33751,Lies,Fuse_ The,2005,0.0,0.0,0,119.981,-5.808,0.7076551060636985
5729,1,Amy Winehouse,London,274.99057,In My Bed,Frank,2003,0.0,0.0,0,192.668,-3.154,
5730,1,Cirrus,"Los Angeles, CA",193.72363,Boomerang (Reprise),Counterfeit,2002,0.0,0.0,1,180.012,-6.149,0.5797287486139356
5731,1,Pheeroan Aklaff,,145.97179,Hispaniola A,Drum Set Variations,0,0.0,0.0,1,135.397,-15.975,
5732,1,Ayo,United States,244.06159,Down On My Knees,Joyful,2006,0.0,0.0,0,118.509,-10.167,
5733,1,John Williams,"NEW YORK, New York",184.45016,The Imperial March from The Empire Strikes Back,John Williams - Greatest Hits 1969-1999,0,0.0,0.0,0,104.32,-15.857,
5734,1,Junior Reid,Jamaica,215.14404,Mr Big Man,Cant Stop Us Now,0,0.0,0.0,1,128.769,-6.487,0.2556950407567837
5735,1,Michael Jackson,,217.96526,Morning Glow,Gold,1973,0.0,0.0,1,100.648,-8.486,
5736,1,Edmundo Ros,Venezuela,174.86322,The Wedding Samba,Underneath The Arches - 20 British Memories,0,0.0,0.0,0,120.923,-18.697,
5737,1,The Sterns,"Brighton, MA",151.82322,Supreme Girl,Sinners Stick Together,2006,0.0,0.0,0,157.751,-4.031,
5738,1,Pink Floyd,"London, England",187.42812,Matilda Mother (Stereo) (2007 Remaster),The Piper At The Gates Of Dawn,1967,0.0,0.0,1,54.398,-10.813,
5739,1,Edgar De L'est,Bordeaux,317.28281,Slavinka,Les vacances,2002,0.0,0.0,1,125.026,-8.328,
5740,1,Alfredo Kraus/Paul Plishka/Matteo Manuguerra/Sherrill Milnes/Trinity Boys' Choir/Ambrosian Opera Chorus/National Philharmonic Orchestra/James Levine,,34.55955,Caro! (Colline/Rodolfo/Schaunard/Children/Townspeople/Musetta) (1998 Digital Remaster),Puccini: La Bohème - Highlights,0,0.0,0.0,1,130.319,-22.785,
5741,1,Vangelis,"Volos, Greece",408.00608,El Greco: Movement III,El Greco,1998,0.0,0.0,1,62.216,-20.42,0.42744657148843085
5742,1,The Cortinas,,187.24526,Youth Club Dance (Demo),GBH Demos 1977,0,0.0,0.0,1,202.179,-9.181,
5743,1,Rodney O & Joe Cooley,,252.23791,Party,Three The Hard Way,2002,0.0,0.0,1,119.074,-14.6,
5744,1,Daddy Yankee,Puerto Rico,181.34159,Baila Girl_ Todo Hombre Llorando Por Ti,Los Homerun-es,2003,0.0,0.0,1,97.982,-7.421,0.3016817567316363
5745,1,Righteous Brothers,California,130.0371,Little Latin Lupe Lu,The Collection,1975,0.0,0.0,1,135.599,-11.47,
5746,1,Kane,California - LA,395.83302,Rain Down On Me,So Glad You Made It,2001,0.0,0.0,0,134.115,-5.538,
5747,1,Why?,"Cincinnati, OH",110.86322,You'll Know Where Your Plane Is... (Part 4),Split EP!,0,0.0,0.0,1,119.864,-11.905,
5748,1,Steve Chou,,323.23873,Pi Jiu Pao Pao (Beer Bubbles),Steve Chou Transfer,0,0.0,0.0,1,96.004,-6.793,
5749,1,Blingtones,,29.72689,Stinky Breath,Helium crazy ringtones,0,0.0,0.0,1,83.226,-6.615,
5750,1,Sam Fan Thomas,,397.58322,African Typic Collection,The African Typic Collection,1989,0.0,0.0,1,125.241,-13.856,
5751,1,Gregory Isaacs,"Kingston, Jamaica",219.402,Down the Line,Hold Tight,1979,0.0,0.0,1,138.039,-11.999,0.39200877147130697
5752,1,Bonita & Jerry Cormier,jakarta,208.79628,La maison ou j'ai grandi,En toute complicité,0,0.0,0.0,1,124.193,-11.318,
5753,1,Sunnyland Slim,"Vance, MS",192.02567,Tired Of You Clowning,Slim's Shout,0,0.0,0.0,1,82.654,-13.178,0.0
5754,1,Sara Melson,California - LA,164.12689,Anywhere Anytime,Dirty Mind,2008,0.0,0.0,1,167.905,-4.638,
5755,1,Happy Mondays,"Manchester, England",389.0673,Hallelujah [Club Mix - Remastered version],100 Chillout Classics,0,0.0,0.0,1,196.096,-7.667,0.3277366831778408
5756,1,Yahir,"Hermosillo Sonora, Mexico",245.34159,No Te Apartes De Mi,No te apartes de mi,0,0.0,0.0,0,104.0,-9.044,0.513189736125819
5757,1,Vince Guaraldi,"San Francisco, CA",201.42975,Corcovado,The Latin Side Of Vince Guaraldi,1964,0.0,0.0,0,124.391,-18.7,
5758,1,Foals,oxford,315.27138,Red Socks Pugie,Antidotes,2008,0.0,0.0,0,156.917,-6.611,0.728377176857355
5759,1,The London Theatre Orchestra,,123.95057,War Of The Worlds,Sci-Fi Themes,0,0.0,0.0,0,129.418,-13.057,
5760,1,Michael Jackson,,251.66322,Ain't No Sunshine,Love Songs,1972,0.0,0.0,1,152.448,-11.881,
5761,1,Faith Hill,"Nashville, TN",246.09914,I Want You (Album Version),Fireflies,2005,0.0,0.0,1,119.06,-9.695,0.4541929882180224
5762,1,John Brown,North Carolina,196.57098,Sarah Palin {I Wanna Lay Pipe} [Remix],John Brown Or Die: A Revival You Can Believe In,0,0.0,0.0,1,130.119,-5.881,
5763,1,Memphis Jug Band,"Memphis, TN",146.15465,Going Back To Memphis,Jug Band Waltz,2001,0.0,0.0,1,143.031,-21.852,
5764,1,Capleton,,217.86077,Bumbo Red,The Very Best of Capleton Gold,0,0.0,0.0,0,97.997,-11.222,0.0
5765,1,James Taylor Quartet,,188.94322,Cleo's Mood,Don't Mess With Mr T,2007,0.0,0.0,1,58.135,-2.775,0.42744657148843085
5766,1,Mush,Switzerland,475.74159,Test 72,Test EP Vol 1,0,0.0,0.0,0,95.988,-13.5,
5767,1,The Gaskets,,232.69832,Deportees,Loose Change,0,0.0,0.0,1,83.942,-5.619,0.0
5768,1,Jean Carnigan,,177.47546,Irish Medley - Jigs,French Canadian Irish And Scottish Fiddle Music,0,0.0,0.0,1,185.598,-9.874,
5769,1,Mariano Yanani,,180.71465,Why Should I Cry For You,Babies Go Sting,2005,0.0,0.0,1,80.008,-18.018,0.0
5770,1,The Knux,,200.25424,Bang! Bang!,Bang! Bang!,2008,0.0,0.0,1,140.119,-4.825,0.576860140605075
5771,1,Leroy Hutson,"Newark, NJ",281.25995,It's Different - Original,Leroy Hutson Selected Hits Vol. 2,0,0.0,0.0,1,169.714,-12.99,0.0
5772,1,Between The Buried And Me,"Charlotte, NC",295.28771,Kickstart My Heart (Album Version),The Anatomy Of,2006,0.0,0.0,0,89.485,-5.493,0.7692014288021497
5773,1,The Motors,,207.85587,You Beat The Hell Outta Me,Approved By The Motors,1977,0.0,0.0,1,174.628,-11.947,
5774,1,Gertrudis,,263.47057,Oye,500,2005,0.0,0.0,0,228.461,-7.961,0.4351793239571877
5775,1,Inoki,,75.93751,Parola di faliero,Nobiltà di strada,0,0.0,0.0,1,98.533,-3.148,0.26695518627553855
5776,1,Loop Guru,"London, England",521.9522,Climax,Butterfly Dawn,0,0.0,0.0,0,95.321,-5.666,0.21508031850922793
5777,1,Alan Feinberg,,155.19302,Menuet in the Name of Haydn,Music To My Ears_ A Collection of Music for Children of All Ages - Fauré_ Chopin_ Saint-Saëns_ Schumann_ Borodin_ Bach_ etc,0,0.0,0.0,0,70.1,-28.327,
5778,1,Los Nakos,,131.02975,Las Hermanas Granaditas,68/98,0,0.0,0.0,1,108.787,-15.416,
5779,1,Murskahumppa,,61.98812,Mikä mun päässä nykii,Murskapunkkia,0,0.0,0.0,1,148.57,-8.216,
5780,1,Didier François,,183.19628,Dans cette nuit j'ai envie de me perdre,Sjansons patinées,0,0.0,0.0,0,160.343,-15.665,
5781,1,Liquid Gang,,197.98159,I Applaud You  (LP Version),Sunshine,0,0.0,0.0,0,115.861,-5.727,
5782,1,Checkers,,159.18975,Can't Find My Sadie,Flame In My Heart,0,0.0,0.0,0,156.868,-13.08,
5783,1,Vince Taylor,,200.04526,Sweet Little Sixteen,Le Rock C'Est Ca,0,0.0,0.0,0,180.733,-5.085,0.0
5784,1,The Refreshments,,239.41179,Midnight,Rock On,0,0.0,0.0,1,142.367,-7.556,0.0
5785,1,Ray Barretto,"Brooklyn, NY",187.34975,Dame Tu Carino,Salsa Legende - Best of Ray Barretto_ vol. 2,0,0.0,0.0,0,144.722,-8.806,
5786,1,Jimmy Witherspoon,"Gurdon, AR",197.51138,Rain Keeps Falling Down,Jimmy Witherspoon & Panama Francis' Savoy Sultans,0,0.0,0.0,1,92.643,-9.825,
5787,1,Karen Peck & New River,Tennessee,218.98404,Behind The Line Of Grace,Journey of Joy,0,0.0,0.0,1,123.586,-8.504,0.0
5788,1,Kostis Maraveyas,,247.7971,Love Alone,Radiopirate,0,0.0,0.0,1,90.0,-10.156,0.0
5789,1,María,NY - New York City,259.86567,Cuenta Conmigo,Besos,0,0.0,0.0,1,93.22,-12.178,
5790,1,Adolph Hofner,"Moulton, TX",152.0322,We Played A Game,South Texas Swing,0,0.0,0.0,0,105.169,-18.299,0.19475830455273796
5791,1,Word,,187.97669,Il rosso,Matumago X Press,0,0.0,0.0,1,103.995,-3.96,
5792,1,Elva Hsiao,,233.37751,Lonley,Never Look Back,0,0.0,0.0,0,97.001,-9.917,
5793,1,Carolyn Arends,CANADA - Ontario,231.36608,Happy,Sieze The Day And Other Stories,0,0.0,0.0,1,97.958,-6.953,0.435405367475008
5794,1,Israel & Moises,,213.65506,El Amor De Mi Vida,Cantan Al Amor Y La Amistad,0,0.0,0.0,0,130.042,-10.543,
5795,1,The Dillinger Escape Plan,"Morris Plains, NJ",281.23383,Parasitic Twins,Option Paralysis,2010,0.0,0.0,0,120.085,-6.991,0.6728360607625542
5796,1,Lionel Rogg,"Geneva, Switzerland",394.23955,Concerto in C major_ BWV 594 (after Vivaldi Op.7 No.5) (2007 Digital Remaster): I. 1st Movement,J. S. Bach: The Art of Fugue & 'Vivaldi' Solo Organ Concertos,0,0.0,0.0,1,106.479,-16.536,
5797,1,Palito Ortega,,134.3473,Te Fuiste En Abril,20 Secretos de Amor - Palito Ortega,0,0.0,0.0,1,103.755,-9.182,0.37188084949133177
5798,1,Paul Taylor,Wyoming,266.9971,Dream State,Hypnotic,0,0.0,0.0,1,126.649,-6.514,0.2707759989463275
5799,1,Rick Ross / Carol City Cartel,Miami,227.57832,It Ain't A Problem,Port Of Miami,0,0.0,0.0,1,95.585,-6.404,
5800,1,Jack Off Jill,"Ft. Lauderdale, FLORIDA",137.9522,Yellow Brick Road,Humid Teenage Mediocrity,1994,0.0,0.0,0,156.804,-11.877,0.5024496241245333
5801,1,Hevia,,280.2673,Albo,Obsession,2007,0.0,0.0,1,93.037,-4.936,0.3864772912554594
5802,1,Kenny Rogers,"Houston, TX",135.36608,Where Does Rosie Go?,The Legendary Kenny Rogers,2003,0.0,0.0,1,154.783,-12.965,
5803,1,Hecklah & Coch,,263.33995,Ihr hated nur (P-Dog Remix),Über alles in der Welt / Ihr hated nur (Remix),0,0.0,0.0,1,91.767,-4.006,
5804,1,The Bug Featuring Spaceape,,327.99302,Fuckaz,London Zoo,2008,0.0,0.0,1,96.02,-7.843,0.5867769318443097
5805,1,Erik Tronic,,257.09669,Kyotronics,Eric Release (2041),0,0.0,0.0,1,129.977,-7.352,
5806,1,Fred Merpol,,209.26649,Y'a d'l'abus,En vrai,0,0.0,0.0,1,156.371,-12.209,
5807,1,Bombay Rockers,Denmark,212.71465,Rock Tha Party,Introducing&,2004,0.0,0.0,1,109.984,-4.336,0.37952332442218817
5808,1,Roberto Perera,,224.93995,A Puro Dolor,Sensual,0,0.0,0.0,1,129.988,-10.925,0.0
5809,1,Koordinate Of Wonders,,218.74893,Castle of KoFW,Irreverse,2006,0.0,0.0,1,158.913,-9.325,
5810,1,Montserrat Caballé,,198.13832,The Phantom Of The Opera/Wishing You Were Somehow Here Again,Hijo De La Luna,1994,0.0,0.0,1,71.285,-15.585,
5811,1,Ray Barretto,"Brooklyn, NY",348.76036,Vine Pa'echar Candela,Salsa Legende - Best of Ray Barretto_ vol. 2,0,0.0,0.0,0,129.151,-9.086,
5812,1,Nestor Torres,"Miami, FL",249.44281,Peace With Myself,Dances_ Prayers_ & Meditations For Peace,0,0.0,0.0,0,93.975,-9.94,0.5033812362063191
5813,1,Beenie Man,"Kingston, Jamaica",213.10649,Politrix,Concept Of Life,2006,0.0,0.0,1,98.028,-6.109,0.21508031850922793
5814,1,Mongo Santamaria,"Havana, Cuba [Jesus Maria]",235.49342,Soca Mi Nice,Brazilian Sunset,0,0.0,0.0,1,129.871,-9.396,0.0
5815,1,Leroy Hutson,"Newark, NJ",228.49261,Never Know What You Can Do (Give It A Try) - Original,Leroy Hutson Selected Hits Vol. 2,0,0.0,0.0,0,151.064,-13.525,0.37598430150044215
5816,1,Paulo Flores,,337.08363,Poema do semba,Live - Ao vivo,0,0.0,0.0,0,218.093,-7.775,
5817,1,John Williams,"NEW YORK, New York",268.90404,Everything I Do from Robin Hood,John Williams Plays the Movies,0,0.0,0.0,1,138.63,-15.519,
5818,1,Greater Vision,United States,113.42322,Carol Of The Bells (Instramental Featuring The Budapest Pops Orchestra),A Greater Vision Christmas,0,0.0,0.0,0,184.529,-11.326,0.0
5819,1,Aesop Rock,,243.56526,Train Buffer,Urban Renewal Program - Supplement 1.5,2002,0.0,0.0,1,102.429,-5.683,
5820,1,Devo,Georgia,205.50485,Going Under,Duty Now For The Future/New Traditionalists,1981,0.0,0.0,0,94.48,-16.619,0.5637552083912959
5821,1,Rakim,"Long Island, NY",19.12118,Skit,The 18th Letter,1997,0.0,0.0,1,45.554,-18.83,0.0
5822,1,Styles P & The Evil Genius DJ Green Lantern,"New York, NY [Queens]",235.04934,Shadows,The Green Ghost Project (Clean),0,0.0,0.0,1,167.873,-9.338,0.38293509007501925
5823,1,Ann Nesby,"Joliet, IL &amp; Atlanta, GA",243.01669,Tables Turn,This Is Love,0,0.0,0.0,0,88.008,-8.578,0.26586104921065007
5824,1,The Shamen,"Aberdeen, Scotland",280.31955,Heal (The Separation) [PM Dawn Alt. Lead Mix],Heal (The Separation),1996,0.0,0.0,0,109.96,-9.198,0.0
5825,1,Mademoiselle Sane,,217.62567,La petite boite en fer,La petite boite en fer,0,0.0,0.0,0,63.154,-11.875,0.0
5826,1,Gorillaz,,249.93914,Rock The House (Explicit),Gorillaz,2001,0.0,0.0,1,171.918,-7.033,0.8133052092707631
5827,1,Danny Wright,Texas,240.53506,Carol of the Bells (Album Version),An Intimate Christmas,0,0.0,0.0,0,95.995,-17.041,0.4051157216913865
5828,1,Burning Spear,NY - Long Island,334.31465,The Invasion (Aka Black Wa Da Da),Chant Down Babylon: The Island Anthology,0,0.0,0.0,1,146.392,-12.763,0.6070366907455167
5829,1,Passion,Florida,253.41342,Jesus_ Lover Of My Soul (Bonus Stereo Trax),Passion: Oneday Live With Road To Oneday Bonus Trax (Stereo Accompaniment Tracks),0,0.0,0.0,1,114.303,-16.307,0.0
5830,1,Midwest Product,"Ann Arbor, MI",301.73995,Motivator,World Series Of Love,2003,0.0,0.0,1,141.002,-8.874,0.5033812362063191
5831,1,From Autumn To Ashes,"Long Island, NY",147.64363,IV,Too Bad You're Beautiful,2002,0.0,0.0,0,97.169,-12.063,0.5122536543033052
5832,1,Thomas Battenstein,,342.20363,East West,Light & Colours,0,0.0,0.0,1,134.132,-13.774,
5833,1,Atreyu,"Orange County, CA",208.66567,Gallows (Album Version),Congregation of the Damned,2009,0.0,0.0,0,138.536,-3.639,
5834,1,Grup Knar,,381.70077,Ay Nare Nare,Anadolu Ermeni Halk Müzigi,0,0.0,0.0,1,120.093,-9.421,0.0
